Fecha,Hora,Auto_Nombre,Cant_Veh,dia,mes,anio
2021-03-03,15,AU 5 Cantilo,6569.0,2,3,2021
2021-03-03,15,AU 9 de Julio Sur,3630.5,2,3,2021
2021-03-03,15,AU Dellepiane,3448.0,2,3,2021
2021-03-03,16,AU 4  Lugones,6385.5,2,3,2021
2021-03-03,16,AU 5 Cantilo,6474.5,2,3,2021
2021-03-03,16,AU 9 de Julio Sur,3708.5,2,3,2021
2021-03-03,16,AU Dellepiane,3923.0,2,3,2021
2021-03-03,17,AU 4  Lugones,6570.0,2,3,2021
2021-03-03,17,AU 5 Cantilo,5870.5,2,3,2021
2021-03-03,17,AU 9 de Julio Sur,3800.5,2,3,2021
2021-03-03,17,AU Dellepiane,2662.0,2,3,2021
2021-03-03,18,AU 4  Lugones,6197.0,2,3,2021
2021-03-03,18,AU 5 Cantilo,5363.0,2,3,2021
2021-03-03,18,AU 9 de Julio Sur,3511.5,2,3,2021
2021-03-03,18,AU Dellepiane,3636.0,2,3,2021
2021-03-03,19,AU 4  Lugones,5217.0,2,3,2021
2021-03-03,19,AU 5 Cantilo,5723.5,2,3,2021
2021-03-03,19,AU 9 de Julio Sur,2844.5,2,3,2021
2021-03-03,19,AU Dellepiane,3011.0,2,3,2021
2021-03-03,20,AU 4  Lugones,5238.0,2,3,2021
2021-03-03,20,AU 5 Cantilo,5002.5,2,3,2021
2021-03-03,20,AU 9 de Julio Sur,2513.5,2,3,2021
2021-03-03,20,AU Dellepiane,2641.0,2,3,2021
2021-03-03,21,AU 4  Lugones,3540.5,2,3,2021
2021-03-03,21,AU 5 Cantilo,3311.0,2,3,2021
2021-03-03,21,AU 9 de Julio Sur,2043.5,2,3,2021
2021-03-03,21,AU Dellepiane,2155.0,2,3,2021
2021-03-03,22,AU 4  Lugones,2268.0,2,3,2021
2021-03-03,22,AU 5 Cantilo,2188.5,2,3,2021
2021-03-03,22,AU 9 de Julio Sur,1446.5,2,3,2021
2021-03-03,22,AU Dellepiane,1499.0,2,3,2021
2021-03-03,23,AU 4  Lugones,1764.5,2,3,2021
2021-03-03,23,AU 5 Cantilo,1849.5,2,3,2021
2021-03-03,23,AU 9 de Julio Sur,1079.5,2,3,2021
2021-03-03,23,AU Dellepiane,1074.0,2,3,2021
2021-03-04,0,AU 4  Lugones,1554.0,3,3,2021
2021-03-04,0,AU 5 Cantilo,1955.0,3,3,2021
2021-03-04,0,AU 9 de Julio Sur,917.5,3,3,2021
2021-03-04,0,AU Dellepiane,852.0,3,3,2021
2021-03-04,1,AU 4  Lugones,913.5,3,3,2021
2021-03-04,1,AU 5 Cantilo,1327.0,3,3,2021
2021-03-04,1,AU 9 de Julio Sur,633.5,3,3,2021
2021-03-04,1,AU Dellepiane,614.0,3,3,2021
2021-03-04,2,AU 4  Lugones,406.5,3,3,2021
2021-03-04,2,AU 5 Cantilo,763.5,3,3,2021
2021-03-04,2,AU 9 de Julio Sur,384.5,3,3,2021
2021-03-04,2,AU Dellepiane,398.0,3,3,2021
2021-03-04,3,AU 4  Lugones,340.5,3,3,2021
2021-03-04,3,AU 5 Cantilo,385.5,3,3,2021
2021-03-04,3,AU 9 de Julio Sur,300.5,3,3,2021
2021-03-04,3,AU Dellepiane,372.0,3,3,2021
2021-03-04,4,AU 4  Lugones,608.0,3,3,2021
2021-03-04,4,AU 5 Cantilo,433.0,3,3,2021
2021-03-04,4,AU 9 de Julio Sur,511.5,3,3,2021
2021-03-04,4,AU Dellepiane,564.0,3,3,2021
2021-03-04,5,AU 4  Lugones,1874.0,3,3,2021
2021-03-04,5,AU 5 Cantilo,965.0,3,3,2021
2021-03-04,5,AU 9 de Julio Sur,987.0,3,3,2021
2021-03-04,5,AU Dellepiane,970.0,3,3,2021
2021-03-04,6,AU 4  Lugones,4254.5,3,3,2021
2021-03-04,6,AU 5 Cantilo,2113.0,3,3,2021
2021-03-04,6,AU 9 de Julio Sur,1843.0,3,3,2021
2021-03-04,6,AU Dellepiane,1726.0,3,3,2021
2021-03-04,7,AU 4  Lugones,7139.0,3,3,2021
2021-03-04,7,AU 5 Cantilo,4451.0,3,3,2021
